# Matrix Ti6Al4V (tanpa TiB) - Config 1   @rtoto@rkundato
# Generated  : 2026-03-06 17:10:46
# Seed       : 11184165
# Output mode: matrix_only
# Total atoms: 250,000
# Komposisi  : Ti (matrix)=219,941  Al (matrix)=21,257  V  (matrix)=8,802

250000 atoms
3 atom types

0.0 147.500000 xlo xhi
0.0 127.738747 ylo yhi
0.0 234.300000 zlo zhi

Masses

1 47.867  # Ti (matrix)
2 26.982  # Al (matrix)
3 50.942  # V  (matrix)

Atoms # atomic

136604 1 13.766667 82.604390 16.401000
136605 1 13.766667 82.604390 21.087000
136606 1 13.766667 82.604390 25.773000
136607 1 13.766667 82.604390 30.459000
136608 1 13.766667 82.604390 35.145000
136609 1 13.766667 82.604390 39.831000
136610 1 13.766667 82.604390 44.517000
136611 1 13.766667 82.604390 49.203000
136612 1 13.766667 82.604390 53.889000
136613 3 13.766667 82.604390 58.575000
136614 1 13.766667 82.604390 63.261000
136615 2 13.766667 82.604390 67.947000
136616 1 13.766667 82.604390 72.633000
136617 2 13.766667 82.604390 77.319000
136618 1 13.766667 82.604390 82.005000
136619 1 13.766667 82.604390 86.691000
136620 1 13.766667 82.604390 91.377000
136621 1 13.766667 82.604390 96.063000
136622 2 13.766667 82.604390 100.749000
136623 1 13.766667 82.604390 105.435000
136624 1 13.766667 82.604390 110.121000
136625 1 13.766667 82.604390 114.807000
136626 1 13.766667 82.604390 119.493000
136627 1 13.766667 82.604390 124.179000
136628 1 13.766667 82.604390 128.865000
136629 1 13.766667 82.604390 133.551000
136630 2 13.766667 82.604390 138.237000
136631 1 13.766667 82.604390 142.923000
136632 1 13.766667 82.604390 147.609000
136633 1 13.766667 82.604390 152.295000
136634 1 13.766667 82.604390 156.981000
136635 1 13.766667 82.604390 161.667000
136636 1 13.766667 82.604390 166.353000
136637 1 13.766667 82.604390 171.039000
136638 1 13.766667 82.604390 175.725000
136639 1 13.766667 82.604390 180.411000
136640 1 13.766667 82.604390 185.097000
136641 1 13.766667 82.604390 189.783000
136642 2 13.766667 82.604390 194.469000
136643 1 13.766667 82.604390 199.155000
136644 1 13.766667 82.604390 203.841000
136645 1 13.766667 82.604390 208.527000
136646 1 13.766667 82.604390 213.213000
136647 1 13.766667 82.604390 217.899000
136648 1 13.766667 82.604390 222.585000
136649 1 13.766667 82.604390 227.271000
136650 1 13.766667 82.604390 231.957000
136651 1 13.766667 85.159165 2.343000
136652 1 13.766667 85.159165 7.029000
136653 1 13.766667 85.159165 11.715000
136654 1 13.766667 85.159165 16.401000
136655 1 13.766667 85.159165 21.087000
136656 1 13.766667 85.159165 25.773000
136657 1 13.766667 85.159165 30.459000
136658 1 13.766667 85.159165 35.145000
136659 1 13.766667 85.159165 39.831000
136660 1 13.766667 85.159165 44.517000
136661 1 13.766667 85.159165 49.203000
136662 1 13.766667 85.159165 53.889000
136663 1 13.766667 85.159165 58.575000
136664 1 13.766667 85.159165 63.261000
136665 1 13.766667 85.159165 67.947000
136666 1 13.766667 85.159165 72.633000
136667 3 13.766667 85.159165 77.319000
136668 1 13.766667 85.159165 82.005000
136669 1 13.766667 85.159165 86.691000
136670 1 13.766667 85.159165 91.377000
136671 1 13.766667 85.159165 96.063000
136672 1 13.766667 85.159165 100.749000
136673 1 13.766667 85.159165 105.435000
136674 1 13.766667 85.159165 110.121000
136675 1 13.766667 85.159165 114.807000
136676 1 13.766667 85.159165 119.493000
136677 2 13.766667 85.159165 124.179000
136678 2 13.766667 85.159165 128.865000
136679 1 13.766667 85.159165 133.551000
136680 1 13.766667 85.159165 138.237000
136681 1 13.766667 85.159165 142.923000
136682 1 13.766667 85.159165 147.609000
136683 1 13.766667 85.159165 152.295000
136684 1 13.766667 85.159165 156.981000
136685 1 13.766667 85.159165 161.667000
136686 1 13.766667 85.159165 166.353000
136687 3 13.766667 85.159165 171.039000
136688 1 13.766667 85.159165 175.725000
136689 2 13.766667 85.159165 180.411000
136690 1 13.766667 85.159165 185.097000
136691 1 13.766667 85.159165 189.783000
136692 2 13.766667 85.159165 194.469000
136693 1 13.766667 85.159165 199.155000
136694 1 13.766667 85.159165 203.841000
136695 1 13.766667 85.159165 208.527000
136696 1 13.766667 85.159165 213.213000
136697 1 13.766667 85.159165 217.899000
136698 1 13.766667 85.159165 222.585000
136699 1 13.766667 85.159165 227.271000
136700 1 13.766667 85.159165 231.957000
136701 1 13.766667 87.713940 2.343000
136702 1 13.766667 87.713940 7.029000
136703 1 13.766667 87.713940 11.715000
136704 1 13.766667 87.713940 16.401000
136705 1 13.766667 87.713940 21.087000
136706 1 13.766667 87.713940 25.773000
136707 1 13.766667 87.713940 30.459000
136708 1 13.766667 87.713940 35.145000
136709 1 13.766667 87.713940 39.831000
136710 1 13.766667 87.713940 44.517000
136711 1 13.766667 87.713940 49.203000
136712 1 13.766667 87.713940 53.889000
136713 1 13.766667 87.713940 58.575000
136714 1 13.766667 87.713940 63.261000
136715 1 13.766667 87.713940 67.947000
136716 1 13.766667 87.713940 72.633000
136717 1 13.766667 87.713940 77.319000
136718 1 13.766667 87.713940 82.005000
136719 1 13.766667 87.713940 86.691000
136720 1 13.766667 87.713940 91.377000
136721 1 13.766667 87.713940 96.063000
136722 1 13.766667 87.713940 100.749000
136723 2 13.766667 87.713940 105.435000
136724 1 13.766667 87.713940 110.121000
136725 2 13.766667 87.713940 114.807000
136726 1 13.766667 87.713940 119.493000
136727 1 13.766667 87.713940 124.179000
136728 1 13.766667 87.713940 128.865000
136729 1 13.766667 87.713940 133.551000
136730 3 13.766667 87.713940 138.237000
136731 1 13.766667 87.713940 142.923000
136732 1 13.766667 87.713940 147.609000
136733 1 13.766667 87.713940 152.295000
136734 1 13.766667 87.713940 156.981000
136735 1 13.766667 87.713940 161.667000
136736 1 13.766667 87.713940 166.353000
136737 1 13.766667 87.713940 171.039000
136738 1 13.766667 87.713940 175.725000
136739 1 13.766667 87.713940 180.411000
136740 1 13.766667 87.713940 185.097000
136741 1 13.766667 87.713940 189.783000
136742 1 13.766667 87.713940 194.469000
136743 1 13.766667 87.713940 199.155000
136744 1 13.766667 87.713940 203.841000
136745 1 13.766667 87.713940 208.527000
136746 2 13.766667 87.713940 213.213000
136747 2 13.766667 87.713940 217.899000
136748 1 13.766667 87.713940 222.585000
136749 1 13.766667 87.713940 227.271000
136750 1 13.766667 87.713940 231.957000
136751 3 13.766667 90.268715 2.343000
136752 1 13.766667 90.268715 7.029000
136753 1 13.766667 90.268715 11.715000
136754 1 13.766667 90.268715 16.401000
136755 1 13.766667 90.268715 21.087000
136756 1 13.766667 90.268715 25.773000
136757 1 13.766667 90.268715 30.459000
136758 2 13.766667 90.268715 35.145000
136759 1 13.766667 90.268715 39.831000
136760 1 13.766667 90.268715 44.517000
136761 1 13.766667 90.268715 49.203000
136762 1 13.766667 90.268715 53.889000
136763 2 13.766667 90.268715 58.575000
136764 1 13.766667 90.268715 63.261000
136765 1 13.766667 90.268715 67.947000
136766 1 13.766667 90.268715 72.633000
136767 1 13.766667 90.268715 77.319000
136768 1 13.766667 90.268715 82.005000
136769 1 13.766667 90.268715 86.691000
136770 1 13.766667 90.268715 91.377000
136771 1 13.766667 90.268715 96.063000
136772 1 13.766667 90.268715 100.749000
136773 1 13.766667 90.268715 105.435000
136774 1 13.766667 90.268715 110.121000
136775 1 13.766667 90.268715 114.807000
136776 1 13.766667 90.268715 119.493000
136777 1 13.766667 90.268715 124.179000
136778 1 13.766667 90.268715 128.865000
136779 1 13.766667 90.268715 133.551000
136780 1 13.766667 90.268715 138.237000
136781 3 13.766667 90.268715 142.923000
136782 1 13.766667 90.268715 147.609000
136783 1 13.766667 90.268715 152.295000
136784 2 13.766667 90.268715 156.981000
136785 1 13.766667 90.268715 161.667000
136786 1 13.766667 90.268715 166.353000
136787 1 13.766667 90.268715 171.039000
136788 1 13.766667 90.268715 175.725000
136789 1 13.766667 90.268715 180.411000
136790 1 13.766667 90.268715 185.097000
136791 1 13.766667 90.268715 189.783000
136792 1 13.766667 90.268715 194.469000
136793 1 13.766667 90.268715 199.155000
136794 1 13.766667 90.268715 203.841000
136795 1 13.766667 90.268715 208.527000
136796 1 13.766667 90.268715 213.213000
136797 1 13.766667 90.268715 217.899000
136798 1 13.766667 90.268715 222.585000
136799 1 13.766667 90.268715 227.271000
136800 1 13.766667 90.268715 231.957000
136801 1 13.766667 92.823490 2.343000
136802 1 13.766667 92.823490 7.029000
136803 1 13.766667 92.823490 11.715000
136804 1 13.766667 92.823490 16.401000
136805 1 13.766667 92.823490 21.087000
136806 1 13.766667 92.823490 25.773000
136807 2 13.766667 92.823490 30.459000
136808 1 13.766667 92.823490 35.145000
136809 1 13.766667 92.823490 39.831000
136810 1 13.766667 92.823490 44.517000
136811 1 13.766667 92.823490 49.203000
136812 2 13.766667 92.823490 53.889000
136813 1 13.766667 92.823490 58.575000
136814 1 13.766667 92.823490 63.261000
136815 1 13.766667 92.823490 67.947000
136816 1 13.766667 92.823490 72.633000
136817 1 13.766667 92.823490 77.319000
136818 1 13.766667 92.823490 82.005000
136819 1 13.766667 92.823490 86.691000
136820 1 13.766667 92.823490 91.377000
136821 2 13.766667 92.823490 96.063000
136822 1 13.766667 92.823490 100.749000
136823 1 13.766667 92.823490 105.435000
136824 1 13.766667 92.823490 110.121000
136825 1 13.766667 92.823490 114.807000
136826 1 13.766667 92.823490 119.493000
136827 1 13.766667 92.823490 124.179000
136828 1 13.766667 92.823490 128.865000
136829 1 13.766667 92.823490 133.551000
136830 1 13.766667 92.823490 138.237000
136831 1 13.766667 92.823490 142.923000
136832 2 13.766667 92.823490 147.609000
136833 3 13.766667 92.823490 152.295000
136834 1 13.766667 92.823490 156.981000
136835 1 13.766667 92.823490 161.667000
136836 2 13.766667 92.823490 166.353000
136837 1 13.766667 92.823490 171.039000
136838 1 13.766667 92.823490 175.725000
136839 3 13.766667 92.823490 180.411000
136840 1 13.766667 92.823490 185.097000
136841 1 13.766667 92.823490 189.783000
136842 1 13.766667 92.823490 194.469000
136843 1 13.766667 92.823490 199.155000
136844 1 13.766667 92.823490 203.841000
136845 1 13.766667 92.823490 208.527000
136846 1 13.766667 92.823490 213.213000
136847 3 13.766667 92.823490 217.899000
136848 1 13.766667 92.823490 222.585000
136849 1 13.766667 92.823490 227.271000
136850 1 13.766667 92.823490 231.957000
136851 1 13.766667 95.378264 2.343000
136852 1 13.766667 95.378264 7.029000
136853 1 13.766667 95.378264 11.715000
136854 1 13.766667 95.378264 16.401000
136855 2 13.766667 95.378264 21.087000
136856 1 13.766667 95.378264 25.773000
136857 1 13.766667 95.378264 30.459000
136858 2 13.766667 95.378264 35.145000
136859 1 13.766667 95.378264 39.831000
136860 3 13.766667 95.378264 44.517000
136861 1 13.766667 95.378264 49.203000
136862 1 13.766667 95.378264 53.889000
136863 1 13.766667 95.378264 58.575000
136864 1 13.766667 95.378264 63.261000
136865 2 13.766667 95.378264 67.947000
136866 2 13.766667 95.378264 72.633000
136867 1 13.766667 95.378264 77.319000
136868 1 13.766667 95.378264 82.005000
136869 1 13.766667 95.378264 86.691000
136870 1 13.766667 95.378264 91.377000
136871 1 13.766667 95.378264 96.063000
136872 1 13.766667 95.378264 100.749000
136873 1 13.766667 95.378264 105.435000
136874 1 13.766667 95.378264 110.121000
136875 1 13.766667 95.378264 114.807000
136876 1 13.766667 95.378264 119.493000
136877 1 13.766667 95.378264 124.179000
136878 3 13.766667 95.378264 128.865000
136879 1 13.766667 95.378264 133.551000
136880 1 13.766667 95.378264 138.237000
136881 1 13.766667 95.378264 142.923000
136882 1 13.766667 95.378264 147.609000
136883 1 13.766667 95.378264 152.295000
136884 3 13.766667 95.378264 156.981000
136885 1 13.766667 95.378264 161.667000
136886 2 13.766667 95.378264 166.353000
136887 1 13.766667 95.378264 171.039000
136888 1 13.766667 95.378264 175.725000
136889 3 13.766667 95.378264 180.411000
136890 1 13.766667 95.378264 185.097000
136891 1 13.766667 95.378264 189.783000
136892 1 13.766667 95.378264 194.469000
136893 2 13.766667 95.378264 199.155000
136894 1 13.766667 95.378264 203.841000
136895 1 13.766667 95.378264 208.527000
136896 1 13.766667 95.378264 213.213000
136897 1 13.766667 95.378264 217.899000
136898 1 13.766667 95.378264 222.585000
136899 1 13.766667 95.378264 227.271000
136900 3 13.766667 95.378264 231.957000
136901 1 13.766667 97.933039 2.343000
136902 1 13.766667 97.933039 7.029000
136903 1 13.766667 97.933039 11.715000
136904 1 13.766667 97.933039 16.401000
136905 1 13.766667 97.933039 21.087000
136906 1 13.766667 97.933039 25.773000
136907 1 13.766667 97.933039 30.459000
136908 1 13.766667 97.933039 35.145000
136909 1 13.766667 97.933039 39.831000
136910 1 13.766667 97.933039 44.517000
136911 1 13.766667 97.933039 49.203000
136912 2 13.766667 97.933039 53.889000
136913 1 13.766667 97.933039 58.575000
136914 1 13.766667 97.933039 63.261000
136915 1 13.766667 97.933039 67.947000
136916 1 13.766667 97.933039 72.633000
136917 3 13.766667 97.933039 77.319000
136918 1 13.766667 97.933039 82.005000
136919 1 13.766667 97.933039 86.691000
136920 2 13.766667 97.933039 91.377000
136921 1 13.766667 97.933039 96.063000
136922 1 13.766667 97.933039 100.749000
136923 1 13.766667 97.933039 105.435000
136924 1 13.766667 97.933039 110.121000
136925 1 13.766667 97.933039 114.807000
136926 1 13.766667 97.933039 119.493000
136927 1 13.766667 97.933039 124.179000
136928 1 13.766667 97.933039 128.865000
136929 1 13.766667 97.933039 133.551000
136930 1 13.766667 97.933039 138.237000
136931 1 13.766667 97.933039 142.923000
136932 1 13.766667 97.933039 147.609000
136933 1 13.766667 97.933039 152.295000
136934 1 13.766667 97.933039 156.981000
136935 1 13.766667 97.933039 161.667000
136936 2 13.766667 97.933039 166.353000
136937 2 13.766667 97.933039 171.039000
136938 1 13.766667 97.933039 175.725000
136939 1 13.766667 97.933039 180.411000
136940 1 13.766667 97.933039 185.097000
136941 1 13.766667 97.933039 189.783000
136942 1 13.766667 97.933039 194.469000
136943 1 13.766667 97.933039 199.155000
136944 1 13.766667 97.933039 203.841000
136945 1 13.766667 97.933039 208.527000
136946 1 13.766667 97.933039 213.213000
136947 1 13.766667 97.933039 217.899000
136948 1 13.766667 97.933039 222.585000
136949 1 13.766667 97.933039 227.271000
136950 1 13.766667 97.933039 231.957000
136951 1 13.766667 100.487814 2.343000
136952 1 13.766667 100.487814 7.029000
136953 1 13.766667 100.487814 11.715000
136954 1 13.766667 100.487814 16.401000
136955 1 13.766667 100.487814 21.087000
136956 1 13.766667 100.487814 25.773000
136957 1 13.766667 100.487814 30.459000
136958 1 13.766667 100.487814 35.145000
136959 1 13.766667 100.487814 39.831000
136960 1 13.766667 100.487814 44.517000
136961 1 13.766667 100.487814 49.203000
136962 1 13.766667 100.487814 53.889000
136963 1 13.766667 100.487814 58.575000
136964 1 13.766667 100.487814 63.261000
136965 1 13.766667 100.487814 67.947000
136966 1 13.766667 100.487814 72.633000
136967 1 13.766667 100.487814 77.319000
136968 1 13.766667 100.487814 82.005000
136969 1 13.766667 100.487814 86.691000
136970 2 13.766667 100.487814 91.377000
136971 1 13.766667 100.487814 96.063000
136972 1 13.766667 100.487814 100.749000
136973 1 13.766667 100.487814 105.435000
136974 2 13.766667 100.487814 110.121000
136975 1 13.766667 100.487814 114.807000
136976 3 13.766667 100.487814 119.493000
136977 1 13.766667 100.487814 124.179000
136978 1 13.766667 100.487814 128.865000
136979 1 13.766667 100.487814 133.551000
136980 1 13.766667 100.487814 138.237000
136981 1 13.766667 100.487814 142.923000
136982 1 13.766667 100.487814 147.609000
136983 1 13.766667 100.487814 152.295000
136984 1 13.766667 100.487814 156.981000
136985 1 13.766667 100.487814 161.667000
136986 1 13.766667 100.487814 166.353000
136987 1 13.766667 100.487814 171.039000
136988 1 13.766667 100.487814 175.725000
136989 1 13.766667 100.487814 180.411000
136990 1 13.766667 100.487814 185.097000
136991 1 13.766667 100.487814 189.783000
136992 1 13.766667 100.487814 194.469000
136993 2 13.766667 100.487814 199.155000
136994 1 13.766667 100.487814 203.841000
136995 1 13.766667 100.487814 208.527000
136996 1 13.766667 100.487814 213.213000
136997 1 13.766667 100.487814 217.899000
136998 1 13.766667 100.487814 222.585000
136999 1 13.766667 100.487814 227.271000
137000 1 13.766667 100.487814 231.957000
137001 1 13.766667 103.042589 2.343000
137002 1 13.766667 103.042589 7.029000
137003 1 13.766667 103.042589 11.715000
137004 1 13.766667 103.042589 16.401000
137005 1 13.766667 103.042589 21.087000
137006 1 13.766667 103.042589 25.773000
137007 1 13.766667 103.042589 30.459000
137008 1 13.766667 103.042589 35.145000
137009 1 13.766667 103.042589 39.831000
137010 2 13.766667 103.042589 44.517000
137011 1 13.766667 103.042589 49.203000
137012 1 13.766667 103.042589 53.889000
137013 1 13.766667 103.042589 58.575000
137014 1 13.766667 103.042589 63.261000
137015 2 13.766667 103.042589 67.947000
137016 2 13.766667 103.042589 72.633000
137017 1 13.766667 103.042589 77.319000
137018 1 13.766667 103.042589 82.005000
137019 1 13.766667 103.042589 86.691000
137020 1 13.766667 103.042589 91.377000
137021 1 13.766667 103.042589 96.063000
137022 1 13.766667 103.042589 100.749000
137023 1 13.766667 103.042589 105.435000
137024 1 13.766667 103.042589 110.121000
137025 1 13.766667 103.042589 114.807000
137026 1 13.766667 103.042589 119.493000
137027 1 13.766667 103.042589 124.179000
137028 1 13.766667 103.042589 128.865000
137029 1 13.766667 103.042589 133.551000
137030 1 13.766667 103.042589 138.237000
137031 1 13.766667 103.042589 142.923000
137032 1 13.766667 103.042589 147.609000
137033 1 13.766667 103.042589 152.295000
137034 1 13.766667 103.042589 156.981000
137035 1 13.766667 103.042589 161.667000
137036 1 13.766667 103.042589 166.353000
137037 1 13.766667 103.042589 171.039000
137038 1 13.766667 103.042589 175.725000
137039 1 13.766667 103.042589 180.411000
137040 1 13.766667 103.042589 185.097000
137041 1 13.766667 103.042589 189.783000
137042 1 13.766667 103.042589 194.469000
137043 1 13.766667 103.042589 199.155000
137044 1 13.766667 103.042589 203.841000
137045 1 13.766667 103.042589 208.527000
137046 1 13.766667 103.042589 213.213000
137047 1 13.766667 103.042589 217.899000
137048 1 13.766667 103.042589 222.585000
137049 1 13.766667 103.042589 227.271000
137050 2 13.766667 103.042589 231.957000
137051 1 13.766667 105.597364 2.343000
137052 2 13.766667 105.597364 7.029000
137053 1 13.766667 105.597364 11.715000
137054 1 13.766667 105.597364 16.401000
137055 1 13.766667 105.597364 21.087000
137056 1 13.766667 105.597364 25.773000
137057 1 13.766667 105.597364 30.459000
137058 1 13.766667 105.597364 35.145000
137059 3 13.766667 105.597364 39.831000
137060 1 13.766667 105.597364 44.517000
137061 1 13.766667 105.597364 49.203000
137062 1 13.766667 105.597364 53.889000
137063 1 13.766667 105.597364 58.575000
137064 3 13.766667 105.597364 63.261000
137065 1 13.766667 105.597364 67.947000
137066 1 13.766667 105.597364 72.633000
137067 1 13.766667 105.597364 77.319000
137068 1 13.766667 105.597364 82.005000
137069 1 13.766667 105.597364 86.691000
137070 1 13.766667 105.597364 91.377000
137071 1 13.766667 105.597364 96.063000
137072 1 13.766667 105.597364 100.749000
137073 1 13.766667 105.597364 105.435000
137074 1 13.766667 105.597364 110.121000
137075 1 13.766667 105.597364 114.807000
137076 3 13.766667 105.597364 119.493000
137077 1 13.766667 105.597364 124.179000
137078 1 13.766667 105.597364 128.865000
137079 1 13.766667 105.597364 133.551000
137080 2 13.766667 105.597364 138.237000
137081 1 13.766667 105.597364 142.923000
137082 1 13.766667 105.597364 147.609000
137083 3 13.766667 105.597364 152.295000
137084 1 13.766667 105.597364 156.981000
137085 1 13.766667 105.597364 161.667000
137086 1 13.766667 105.597364 166.353000
137087 1 13.766667 105.597364 171.039000
137088 1 13.766667 105.597364 175.725000
137089 1 13.766667 105.597364 180.411000
137090 1 13.766667 105.597364 185.097000
137091 1 13.766667 105.597364 189.783000
137092 1 13.766667 105.597364 194.469000
137093 1 13.766667 105.597364 199.155000
137094 1 13.766667 105.597364 203.841000
137095 1 13.766667 105.597364 208.527000
137096 1 13.766667 105.597364 213.213000
137097 1 13.766667 105.597364 217.899000
137098 2 13.766667 105.597364 222.585000
137099 1 13.766667 105.597364 227.271000
137100 1 13.766667 105.597364 231.957000
137101 1 13.766667 108.152139 2.343000
137102 1 13.766667 108.152139 7.029000
137103 1 13.766667 108.152139 11.715000
137104 1 13.766667 108.152139 16.401000
137105 1 13.766667 108.152139 21.087000
137106 1 13.766667 108.152139 25.773000
137107 1 13.766667 108.152139 30.459000
137108 1 13.766667 108.152139 35.145000
137109 1 13.766667 108.152139 39.831000
137110 1 13.766667 108.152139 44.517000
137111 1 13.766667 108.152139 49.203000
137112 1 13.766667 108.152139 53.889000
137113 1 13.766667 108.152139 58.575000
137114 1 13.766667 108.152139 63.261000
137115 1 13.766667 108.152139 67.947000
137116 1 13.766667 108.152139 72.633000
137117 2 13.766667 108.152139 77.319000
137118 1 13.766667 108.152139 82.005000
137119 1 13.766667 108.152139 86.691000
137120 1 13.766667 108.152139 91.377000
137121 1 13.766667 108.152139 96.063000
137122 1 13.766667 108.152139 100.749000
137123 1 13.766667 108.152139 105.435000
137124 1 13.766667 108.152139 110.121000
137125 1 13.766667 108.152139 114.807000
137126 1 13.766667 108.152139 119.493000
137127 1 13.766667 108.152139 124.179000
137128 1 13.766667 108.152139 128.865000
137129 1 13.766667 108.152139 133.551000
137130 1 13.766667 108.152139 138.237000
137131 1 13.766667 108.152139 142.923000
137132 2 13.766667 108.152139 147.609000
137133 1 13.766667 108.152139 152.295000
137134 1 13.766667 108.152139 156.981000
137135 1 13.766667 108.152139 161.667000
137136 1 13.766667 108.152139 166.353000
137137 1 13.766667 108.152139 171.039000
137138 1 13.766667 108.152139 175.725000
137139 1 13.766667 108.152139 180.411000
137140 1 13.766667 108.152139 185.097000
137141 1 13.766667 108.152139 189.783000
137142 1 13.766667 108.152139 194.469000
137143 1 13.766667 108.152139 199.155000
137144 1 13.766667 108.152139 203.841000
137145 1 13.766667 108.152139 208.527000
137146 1 13.766667 108.152139 213.213000
137147 1 13.766667 108.152139 217.899000
137148 1 13.766667 108.152139 222.585000
137149 1 13.766667 108.152139 227.271000
137150 1 13.766667 108.152139 231.957000
137151 1 13.766667 110.706914 2.343000
137152 1 13.766667 110.706914 7.029000
137153 2 13.766667 110.706914 11.715000
137154 1 13.766667 110.706914 16.401000
137155 1 13.766667 110.706914 21.087000
137156 1 13.766667 110.706914 25.773000
137157 1 13.766667 110.706914 30.459000
137158 1 13.766667 110.706914 35.145000
137159 1 13.766667 110.706914 39.831000
137160 2 13.766667 110.706914 44.517000
137161 1 13.766667 110.706914 49.203000
137162 1 13.766667 110.706914 53.889000
137163 1 13.766667 110.706914 58.575000
137164 1 13.766667 110.706914 63.261000
137165 1 13.766667 110.706914 67.947000
137166 1 13.766667 110.706914 72.633000
137167 1 13.766667 110.706914 77.319000
137168 1 13.766667 110.706914 82.005000
137169 1 13.766667 110.706914 86.691000
137170 1 13.766667 110.706914 91.377000
137171 1 13.766667 110.706914 96.063000
137172 1 13.766667 110.706914 100.749000
137173 1 13.766667 110.706914 105.435000
137174 1 13.766667 110.706914 110.121000
137175 1 13.766667 110.706914 114.807000
137176 2 13.766667 110.706914 119.493000
137177 1 13.766667 110.706914 124.179000
137178 2 13.766667 110.706914 128.865000
137179 1 13.766667 110.706914 133.551000
137180 2 13.766667 110.706914 138.237000
137181 1 13.766667 110.706914 142.923000
137182 1 13.766667 110.706914 147.609000
137183 1 13.766667 110.706914 152.295000
137184 1 13.766667 110.706914 156.981000
137185 1 13.766667 110.706914 161.667000
137186 1 13.766667 110.706914 166.353000
137187 1 13.766667 110.706914 171.039000
137188 1 13.766667 110.706914 175.725000
137189 1 13.766667 110.706914 180.411000
137190 1 13.766667 110.706914 185.097000
137191 1 13.766667 110.706914 189.783000
137192 1 13.766667 110.706914 194.469000
137193 1 13.766667 110.706914 199.155000
137194 1 13.766667 110.706914 203.841000
137195 3 13.766667 110.706914 208.527000
137196 1 13.766667 110.706914 213.213000
137197 1 13.766667 110.706914 217.899000
137198 2 13.766667 110.706914 222.585000
137199 1 13.766667 110.706914 227.271000
137200 1 13.766667 110.706914 231.957000
137201 1 13.766667 113.261689 2.343000
137202 3 13.766667 113.261689 7.029000
137203 1 13.766667 113.261689 11.715000
137204 1 13.766667 113.261689 16.401000
137205 1 13.766667 113.261689 21.087000
137206 1 13.766667 113.261689 25.773000
137207 2 13.766667 113.261689 30.459000
137208 2 13.766667 113.261689 35.145000
137209 1 13.766667 113.261689 39.831000
137210 1 13.766667 113.261689 44.517000
137211 1 13.766667 113.261689 49.203000
137212 1 13.766667 113.261689 53.889000
137213 1 13.766667 113.261689 58.575000
137214 1 13.766667 113.261689 63.261000
137215 1 13.766667 113.261689 67.947000
137216 1 13.766667 113.261689 72.633000
137217 1 13.766667 113.261689 77.319000
137218 1 13.766667 113.261689 82.005000
137219 1 13.766667 113.261689 86.691000
137220 1 13.766667 113.261689 91.377000
137221 2 13.766667 113.261689 96.063000
137222 1 13.766667 113.261689 100.749000
137223 1 13.766667 113.261689 105.435000
137224 2 13.766667 113.261689 110.121000
137225 1 13.766667 113.261689 114.807000
137226 1 13.766667 113.261689 119.493000
137227 1 13.766667 113.261689 124.179000
137228 1 13.766667 113.261689 128.865000
137229 1 13.766667 113.261689 133.551000
137230 1 13.766667 113.261689 138.237000
137231 1 13.766667 113.261689 142.923000
137232 1 13.766667 113.261689 147.609000
137233 1 13.766667 113.261689 152.295000
137234 2 13.766667 113.261689 156.981000
137235 1 13.766667 113.261689 161.667000
137236 1 13.766667 113.261689 166.353000
137237 1 13.766667 113.261689 171.039000
137238 1 13.766667 113.261689 175.725000
137239 3 13.766667 113.261689 180.411000
137240 1 13.766667 113.261689 185.097000
137241 1 13.766667 113.261689 189.783000
137242 1 13.766667 113.261689 194.469000
137243 1 13.766667 113.261689 199.155000
137244 2 13.766667 113.261689 203.841000
137245 1 13.766667 113.261689 208.527000
137246 1 13.766667 113.261689 213.213000
137247 1 13.766667 113.261689 217.899000
137248 1 13.766667 113.261689 222.585000
137249 3 13.766667 113.261689 227.271000
137250 1 13.766667 113.261689 231.957000
137251 2 13.766667 115.816464 2.343000
137252 1 13.766667 115.816464 7.029000
137253 1 13.766667 115.816464 11.715000
137254 1 13.766667 115.816464 16.401000
137255 1 13.766667 115.816464 21.087000
137256 1 13.766667 115.816464 25.773000
137257 1 13.766667 115.816464 30.459000
137258 2 13.766667 115.816464 35.145000
137259 1 13.766667 115.816464 39.831000
137260 1 13.766667 115.816464 44.517000
137261 1 13.766667 115.816464 49.203000
137262 1 13.766667 115.816464 53.889000
137263 3 13.766667 115.816464 58.575000
137264 1 13.766667 115.816464 63.261000
137265 1 13.766667 115.816464 67.947000
137266 2 13.766667 115.816464 72.633000
137267 1 13.766667 115.816464 77.319000
137268 1 13.766667 115.816464 82.005000
137269 1 13.766667 115.816464 86.691000
137270 1 13.766667 115.816464 91.377000
137271 1 13.766667 115.816464 96.063000
137272 1 13.766667 115.816464 100.749000
137273 1 13.766667 115.816464 105.435000
137274 1 13.766667 115.816464 110.121000
137275 1 13.766667 115.816464 114.807000
137276 1 13.766667 115.816464 119.493000
137277 1 13.766667 115.816464 124.179000
137278 1 13.766667 115.816464 128.865000
137279 1 13.766667 115.816464 133.551000
137280 2 13.766667 115.816464 138.237000
137281 1 13.766667 115.816464 142.923000
137282 1 13.766667 115.816464 147.609000
137283 1 13.766667 115.816464 152.295000
137284 2 13.766667 115.816464 156.981000
137285 1 13.766667 115.816464 161.667000
137286 1 13.766667 115.816464 166.353000
137287 1 13.766667 115.816464 171.039000
137288 1 13.766667 115.816464 175.725000
137289 1 13.766667 115.816464 180.411000
137290 1 13.766667 115.816464 185.097000
