# step time[ps] z_front[A] vz[A/ps] speed[A/ps] penetration[A]
43100 8.92 214.326594545895 -0.969346905298798 1.02103327342517 24.173405454105
43150 8.93 214.287080743369 -0.971938196240713 1.02547904080647 24.212919256631
43200 8.94 214.235309701998 -0.972115852124977 1.02742588256954 24.264690298002
43250 8.95 214.190069095074 -0.970521217263767 1.02624521776297 24.309930904926
43300 8.96 214.165838718892 -0.968758395897163 1.02374541277642 24.334161281108
43350 8.97 214.164037631696 -0.968247374684535 1.02218384021733 24.335962368304
43400 8.98 214.172617459795 -0.969287403803759 1.02238942800726 24.327382540205
43450 8.99 214.17600152742 -0.972237288636001 1.02501122720863 24.32399847258
43500 9 214.169247541285 -0.976799578563463 1.02995784943409 24.330752458715
43550 9.01 214.162683622504 -0.980359431327842 1.03454255726076 24.337316377496
43600 9.02 214.170371360908 -0.979954297016493 1.03532830303907 24.329628639092
43650 9.03 214.196848705057 -0.975898805860989 1.03241814628643 24.303151294943
43700 9.04 214.23315484769 -0.971463609946825 1.02948443947779 24.26684515231
43750 9.05 214.260719258103 -0.971384159128008 1.03145174491641 24.239280741897
43800 9.06 214.261206465089 -0.978280703818472 1.04012427616009 24.238793534911
43850 9.07 214.227565455808 -0.989903402214139 1.05252992460674 24.272434544192
43900 9.08 214.170400362816 -1.00164489263637 1.06422978665202 24.329599637184
43950 9.09 214.114529839738 -1.00982457514546 1.07247505295704 24.385470160262
44000 9.1 214.085229791681 -1.01350598533548 1.07712431441201 24.414770208319
44050 9.11 214.091891094521 -1.01298573788934 1.07864696414743 24.408108905479
44100 9.12 214.121166995551 -1.0096876218535 1.07780501950677 24.378833004449
44150 9.13 214.146186981367 -1.00588000400615 1.07547678257169 24.353813018633
44200 9.14 214.145187909028 -1.00270465859016 1.07177301716398 24.354812090972
44250 9.15 214.115125068776 -1.00088902731881 1.06763649621204 24.384874931224
44300 9.16 214.069269543026 -1.00197988211755 1.06613379890888 24.430730456974
44350 9.17 214.025613441077 -1.00547214189084 1.06824529065932 24.474386558923
44400 9.18 213.996452840085 -1.00736950082622 1.07038904514546 24.503547159915
44450 9.19 213.981572591687 -1.00474309560918 1.06861851053216 24.518427408313
44500 9.2 213.967092282896 -0.998469407898841 1.06229932532563 24.532907717104
44550 9.21 213.934321251955 -0.990846999583673 1.05296483742908 24.565678748045
44600 9.22 213.877575854375 -0.983228800068974 1.04209072952651 24.622424145625
44650 9.23 213.811395892688 -0.975223451972455 1.02999836285872 24.688604107312
44700 9.24 213.756737784401 -0.966101895379421 1.0171555732103 24.743262215599
44750 9.25 213.724960081936 -0.955223251738432 1.0040452419779 24.775039918064
44800 9.26 213.712947866738 -0.943214642216886 0.991807403939259 24.787052133262
44850 9.27 213.71002738039 -0.932987701392387 0.982861911422391 24.78997261961
44900 9.28 213.708229829239 -0.928302232488305 0.979587084823865 24.791770170761
44950 9.29 213.706769034324 -0.929100856385939 0.980672002500148 24.793230965676
45000 9.3 213.708278571395 -0.932025403729012 0.982571627708909 24.791721428605
45050 9.31 213.712870215195 -0.933370869876089 0.982229089338578 24.787129784805
45100 9.32 213.715661775953 -0.931328490122725 0.97854304929458 24.784338224047
45150 9.33 213.709720542426 -0.927124244620816 0.972927716038142 24.790279457574
45200 9.34 213.692390985933 -0.923701603434158 0.968218002398559 24.807609014067
45250 9.35 213.669637064839 -0.923898185151645 0.967284075596914 24.830362935161
45300 9.36 213.65261547913 -0.927449642117748 0.969616355810904 24.84738452087
45350 9.37 213.650742036765 -0.930319873291133 0.970659073004534 24.849257963235
45400 9.38 213.66675724867 -0.928318162108402 0.966138122262964 24.83324275133
45450 9.39 213.695296575888 -0.921236261592862 0.956373575254821 24.804703424112
45500 9.4 213.724759499662 -0.912079625964194 0.944930296873697 24.775240500338
45550 9.41 213.741087285613 -0.904767950854039 0.935725267856786 24.758912714387
45600 9.42 213.734572784304 -0.900804519468052 0.930396644999847 24.765427215696
45650 9.43 213.708141085606 -0.899084339141439 0.928229425898981 24.791858914394
45700 9.44 213.677513986769 -0.895897795812954 0.925358985846138 24.822486013231
45750 9.45 213.661218059957 -0.887447239530115 0.917205349504121 24.838781940043
45800 9.46 213.669729583368 -0.872804026727964 0.902012176883454 24.830270416632
45850 9.47 213.702421464211 -0.855525761857784 0.88319485790377 24.797578535789
45900 9.48 213.750275155425 -0.840726414970703 0.866296212776998 24.749724844575
45950 9.49 213.795339705646 -0.831467252090694 0.855092155706802 24.704660294354
46000 9.5 213.816293654303 -0.828752132982707 0.851264212851845 24.683706345697
46050 9.51 213.806243219475 -0.830770672298625 0.85289508757651 24.693756780525
46100 9.52 213.779283998872 -0.833126310769626 0.855028176364539 24.720716001128
46150 9.53 213.754845405642 -0.833356258343549 0.854893126275883 24.745154594358
46200 9.54 213.743292537676 -0.831648662658595 0.852635984982334 24.756707462324
46250 9.55 213.745314228559 -0.827616345141741 0.847952729776529 24.754685771441
46300 9.56 213.755991227251 -0.820997285854052 0.84074518635993 24.744008772749
46350 9.57 213.765999063673 -0.814379055036157 0.833867868798421 24.734000936327
46400 9.58 213.763700108879 -0.8110145633023 0.830978635429954 24.736299891121
46450 9.59 213.743211329382 -0.811596908428976 0.83304408117331 24.756788670618
46500 9.6 213.710744782707 -0.81497695446593 0.838658933194965 24.789255217293
46550 9.61 213.676953483568 -0.821040393490962 0.84680691435158 24.823046516432
46600 9.62 213.647252718075 -0.82999786899366 0.856703764584379 24.852747281925
46650 9.63 213.620901271449 -0.840345662149866 0.866585511442072 24.879098728551
46700 9.64 213.595886287809 -0.849794760582799 0.874546620033357 24.904113712191
46750 9.65 213.573804817344 -0.855949512603153 0.87892679519013 24.926195182656
46800 9.66 213.56037476915 -0.857216396791228 0.879103495351953 24.93962523085
46850 9.67 213.559877479585 -0.854991470923974 0.877022905109844 24.940122520415
46900 9.68 213.569141559696 -0.851071474799254 0.874198475189528 24.930858440304
46950 9.69 213.579154010894 -0.845715265145292 0.870219939994164 24.920845989106
47000 9.7 213.581014841749 -0.840174087820963 0.865774491657192 24.918985158251
47050 9.71 213.568978361595 -0.839202476298725 0.865368771850161 24.931021638405
47100 9.72 213.541814782944 -0.845961724683722 0.872190395645112 24.958185217056
47150 9.73 213.504916389444 -0.857560709372896 0.883455343208453 24.995083610556
47200 9.74 213.468646236941 -0.867514931615114 0.892949594299262 25.031353763059
47250 9.75 213.442118612562 -0.871609753329251 0.896820480364938 25.057881387438
47300 9.76 213.427311022003 -0.868780717093448 0.894351081263984 25.072688977997
47350 9.77 213.417309984666 -0.860789105131957 0.887565891201553 25.082690015334
47400 9.78 213.399883967959 -0.851408579489334 0.879599587419672 25.100116032041
47450 9.79 213.366089436301 -0.843614240807204 0.872320149451905 25.133910563699
47500 9.8 213.320016856575 -0.840027777350506 0.867800024032908 25.179983143425
47550 9.81 213.278171330256 -0.841535534072897 0.867463811520092 25.221828669744
47600 9.82 213.257951423141 -0.847124791270021 0.871348416785422 25.242048576859
47650 9.83 213.269545165443 -0.853186861519023 0.876598601250064 25.230454834557
47700 9.84 213.312369619377 -0.856277369498845 0.87972863471289 25.187630380623
47750 9.85 213.373679289175 -0.855677370867506 0.879433244450845 25.126320710825
47800 9.86 213.432125757352 -0.853128696900427 0.876888038246526 25.067874242648
47850 9.87 213.467681579508 -0.850766819208305 0.874008307745876 25.032318420492
47900 9.88 213.474274029192 -0.850733104947847 0.872971452224455 25.025725970808
47950 9.89 213.461497772409 -0.85304939878432 0.87388207177459 25.038502227591
48000 9.9 213.443772168039 -0.855023540653391 0.874256060231975 25.056227831961
48050 9.91 213.429154227556 -0.854657642497661 0.872389655799463 25.070845772444
48100 9.92 213.417316554308 -0.852324968506991 0.86901840979148 25.082683445692
48150 9.93 213.403863157304 -0.849292076991801 0.865608411170439 25.096136842696
48200 9.94 213.386645783636 -0.846189099056007 0.862913994338129 25.113354216364
48250 9.95 213.367889063175 -0.843977993684683 0.86186157726191 25.132110936825
48300 9.96 213.351143709667 -0.844139655765589 0.863663960212859 25.148856290333
48350 9.97 213.337645687507 -0.846881047297001 0.867989597917719 25.162354312493
48400 9.98 213.326054929049 -0.851297989955459 0.873091051233926 25.173945070951
48450 9.99 213.31459055362 -0.856991011678115 0.878070889522552 25.18540944638
48500 10 213.302748718993 -0.863752753607506 0.883314978956891 25.197251281007
48550 10.01 213.292268272058 -0.870136467281787 0.888553984481682 25.207731727942
48600 10.02 213.285556628082 -0.87456274223852 0.892655529388074 25.214443371918
48650 10.03 213.282867041279 -0.877896563444955 0.896338255717334 25.217132958721
48700 10.04 213.28051979694 -0.881846889672853 0.900904677921722 25.21948020306
48750 10.05 213.273293631756 -0.886103609863183 0.905496439856659 25.226706368244
48800 10.06 213.258765610137 -0.889101300279691 0.908297185610078 25.241234389863
48850 10.07 213.238733532995 -0.889601570808059 0.908278812044294 25.261266467005
48900 10.08 213.217976302002 -0.886305597283618 0.904718708193311 25.282023697998
48950 10.09 213.20146726267 -0.878922082455937 0.897872198617493 25.29853273733
49000 10.1 213.192346857246 -0.868315096537125 0.888686599183567 25.307653142754
49050 10.11 213.190662454674 -0.856672440750512 0.878908160593294 25.309337545326
49100 10.12 213.190575268605 -0.847125482029126 0.870878033733149 25.309424731395
49150 10.13 213.181112254806 -0.841321053240366 0.865398180640751 25.318887745194
49200 10.14 213.156856609337 -0.838219888572991 0.860944130483623 25.343143390663
49250 10.15 213.125951721817 -0.834690809265575 0.854627606600688 25.374048278183
49300 10.16 213.106210677445 -0.828072214599569 0.844890780102621 25.393789322555
49350 10.17 213.113375299665 -0.818315399775259 0.832959952647721 25.386624700335
49400 10.18 213.151050768029 -0.808976205090745 0.82307184468325 25.348949231971
49450 10.19 213.207130025098 -0.803438770424097 0.818681135859229 25.292869974902
49500 10.2 213.229541727595 -0.801925840110531 0.819723931885853 25.270458272405
49550 10.21 213.229274415651 -0.801808399891318 0.822878540516524 25.270725584349
49600 10.22 213.253529528396 -0.801746882327987 0.826020763667822 25.246470471604
49650 10.23 213.209239725026 -0.800873773927604 0.827742444656332 25.290760274974
49700 10.24 213.167184414243 -0.797878850945235 0.826451675830701 25.332815585757
49750 10.25 213.143917326816 -0.791928857385013 0.821368589609602 25.356082673184
49800 10.26 213.140108722457 -0.781818760271572 0.811795562639632 25.359891277543
49850 10.27 213.144382048905 -0.767453901016279 0.798137143314195 25.355617951095
49900 10.28 213.139645971846 -0.752373962133128 0.783909343434863 25.360354028154
49950 10.29 213.111349506813 -0.741265611811769 0.773348466025463 25.388650493187
50000 10.3 213.060161157323 -0.735494279082696 0.767679356496309 25.439838842677
50050 10.31 213.004172795689 -0.733505080505289 0.765456980453681 25.495827204311
50100 10.32 212.964106506295 -0.73324011837714 0.76479351500326 25.535893493705
50150 10.33 212.94825810922 -0.733826388577202 0.76505406825229 25.55174189078
50200 10.34 212.950042394255 -0.735531005669349 0.766519082989575 25.549957605745
50250 10.35 212.957496887597 -0.738755031219059 0.769128993026122 25.542503112403
50300 10.36 212.963416570538 -0.743713310589252 0.772695737643505 25.536583429462
50350 10.37 212.968596333744 -0.748906623105006 0.776185371536912 25.531403666256
50400 10.38 212.979619353424 -0.75133811270131 0.777394977746303 25.520380646576
50450 10.39 213.003875389586 -0.749341697633333 0.77483837838325 25.496124610414
50500 10.4 213.044186494707 -0.743638636096968 0.768898782946026 25.455813505293
50550 10.41 213.0945422728 -0.737251986779768 0.762143982761322 25.4054577272
50600 10.42 213.141998403004 -0.734403651299834 0.758871336073672 25.358001596996
50650 10.43 213.160904724214 -0.736816147566886 0.761158635870117 25.339095275786
50700 10.44 213.154533485283 -0.740143415115749 0.764883454012511 25.345466514717
50750 10.45 213.149826992086 -0.736662526799331 0.762502432911711 25.350173007914
50800 10.46 213.131003408795 -0.723840430666115 0.751468065906425 25.368996591205
50850 10.47 213.104671692248 -0.708748074263716 0.738572783588791 25.395328307752
50900 10.48 213.084007445428 -0.701368848053011 0.732856979471329 25.415992554572
50950 10.49 213.068722589412 -0.706826792654648 0.737855702110126 25.431277410588
51000 10.5 213.058860776753 -0.723618247585474 0.751841628954622 25.441139223247
51050 10.51 213.055239885155 -0.745570822081273 0.770216778075901 25.444760114845
51100 10.52 213.057071161184 -0.763321077006782 0.785285638190331 25.442928838816
51150 10.53 213.059279799593 -0.769639880864232 0.790305983088111 25.440720200407
51200 10.54 213.03339130411 -0.763624869891497 0.784121510595646 25.46660869589
51250 10.55 213.021384270248 -0.74991464947001 0.771021065290098 25.478615729752
51300 10.56 213.028167003872 -0.735824361563487 0.757647345956721 25.471832996128
51350 10.57 213.053459722876 -0.7272506944647 0.749076322761039 25.446540277124
51400 10.58 213.047502729411 -0.725109753588293 0.746303797607739 25.452497270589
51450 10.59 213.027015378026 -0.72732139892688 0.747817241580894 25.472984621974
51500 10.6 212.994984020776 -0.730095391057704 0.750230616514715 25.505015979224
51550 10.61 212.954570155966 -0.730374411781603 0.750560424756773 25.545429844034
51600 10.62 212.912965893763 -0.72806559594771 0.748355575037339 25.587034106237
51650 10.63 212.878588403005 -0.72478148257992 0.744541502304205 25.621411596995
51700 10.64 212.857448479566 -0.721439944554631 0.739725115095666 25.642551520434
51750 10.65 212.850741815091 -0.717886735354366 0.734258979119746 25.649258184909
51800 10.66 212.855420232289 -0.715487152365903 0.730368635334986 25.644579767711
51850 10.67 212.867133849781 -0.716095731586362 0.730317147605905 25.632866150219
51900 10.68 212.882653536588 -0.71987234234114 0.73386591307307 25.617346463412
51950 10.69 212.89897955552 -0.725849585685139 0.739360789995322 25.60102044448
52000 10.7 212.912891836899 -0.731507352436921 0.743877368434307 25.587108163101
52050 10.71 212.920364567448 -0.731478821045118 0.742180716919186 25.579635432552
52100 10.72 212.916529741574 -0.72343783969846 0.732525428634356 25.583470258426
52150 10.73 212.899692330206 -0.71076106155844 0.718800572118036 25.600307669794
52200 10.74 212.876272676245 -0.698346184669786 0.705949336172142 25.623727323755
52250 10.75 212.856859483626 -0.689632310881838 0.69708727580162 25.643140516374
52300 10.76 212.844664885229 -0.686346510289227 0.693649053434262 25.655335114771
52350 10.77 212.833421085909 -0.685359079789095 0.692310794470398 25.666578914091
52400 10.78 212.816032318759 -0.681861118020663 0.688242234881416 25.683967681241
52450 10.79 212.792457386909 -0.675912081378008 0.681661158034513 25.707542613091
52500 10.8 212.769697426002 -0.671413994126149 0.676606125224192 25.730302573998
52550 10.81 212.757217224972 -0.67066170956593 0.675381637825895 25.742782775028
52600 10.82 212.761292925688 -0.676098195468574 0.680395028169325 25.738707074312
52650 10.83 212.780266549289 -0.688765553793523 0.692626664259082 25.719733450711
52700 10.84 212.803527780309 -0.704868202737519 0.708273892799289 25.696472219691
52750 10.85 212.816316373456 -0.718059211029653 0.721028470915879 25.683683626544
52800 10.86 212.80826082616 -0.724455162531018 0.727055278367117 25.69173917384
52850 10.87 212.780007965006 -0.723255112577464 0.725478825935985 25.719992034994
52900 10.88 212.742217251389 -0.716976514762783 0.718731673556722 25.757782748611
52950 10.89 212.707355816943 -0.711563291378806 0.712786028981743 25.792644183057
53000 10.9 212.681630549799 -0.712187658056763 0.712928403764309 25.818369450201
53050 10.91 212.664240336319 -0.717797043223508 0.718197215441581 25.835759663681
53100 10.92 212.650634713323 -0.722573064253805 0.722788005036279 25.849365286677
53150 10.93 212.63524352448 -0.722380913223047 0.722546500349422 25.86475647552
53200 10.94 212.614105808721 -0.716263729519704 0.716463267412872 25.885894191279
53250 10.95 212.588028072598 -0.706439351180158 0.706666831444247 25.911971927402
53300 10.96 212.563088991798 -0.696894622837992 0.697094267081038 25.936911008202
53350 10.97 212.547559323097 -0.691584834192622 0.691772036019617 25.952440676903
53400 10.98 212.547215339902 -0.692873257255909 0.693155279190284 25.952784660098
53450 10.99 212.562608025333 -0.699367504930342 0.699858692704487 25.937391974667
53500 11 212.588981225776 -0.707085977444578 0.70784768038578 25.911018774224
53550 11.01 212.617689670055 -0.712989149704763 0.714016372004403 25.882310329945
53600 11.02 212.63891065412 -0.71598050510583 0.71717699153278 25.86108934588
53650 11.03 212.645760741859 -0.716359491442191 0.717498605686675 25.854239258141
53700 11.04 212.632981286417 -0.716432405404109 0.717324809636588 25.867018713583
53750 11.05 212.613513440546 -0.718300603435133 0.718939182422709 25.886486559454
53800 11.06 212.582541699995 -0.722674534761862 0.723219665099136 25.917458300005
53850 11.07 212.545636967677 -0.72910658271574 0.729728903921565 25.954363032323
53900 11.08 212.505628539919 -0.73742573988042 0.73813456982787 25.994371460081
53950 11.09 212.465505469199 -0.746802380265848 0.747466315147246 26.034494530801
54000 11.1 212.430938975194 -0.756804928087946 0.757313695683938 26.069061024806
54050 11.11 212.406006464593 -0.767926845667683 0.768308776981783 26.093993535407
54100 11.12 212.389972014823 -0.780452072276096 0.780851435915309 26.110027985177
54150 11.13 212.379917691881 -0.792396959248783 0.793000154954836 26.120082308119
54200 11.14 212.37413063358 -0.800678326060567 0.801726990635542 26.12586936642
54250 11.15 212.373554888213 -0.804915555000861 0.806726386904764 26.126445111787
54300 11.16 212.38195043123 -0.807342183035664 0.810141912187421 26.11804956877
54350 11.17 212.403790026574 -0.811112457023337 0.814766979208505 26.096209973426
54400 11.18 212.440022224063 -0.819044233674293 0.823153444075549 26.059977775937
54450 11.19 212.483106171705 -0.831896448362123 0.836073387900802 26.016893828295
54500 11.2 212.469603914178 -0.846900501955902 0.850857646234315 26.030396085822
54550 11.21 212.459184332075 -0.860885036266054 0.864399798457762 26.040815667925
54600 11.22 212.469613042609 -0.871737925058432 0.874719404434378 26.030386957391
54650 11.23 212.470469692907 -0.878802110631598 0.881323661596304 26.029530307093
54700 11.24 212.427239083832 -0.884655265725964 0.886891332936368 26.072760916168
54750 11.25 212.39079674349 -0.892240652879223 0.894347753485 26.10920325651
54800 11.26 212.366439068094 -0.901458525747197 0.903624245755157 26.133560931906
54850 11.27 212.35182025124 -0.909318509538476 0.911789990310465 26.14817974876
54900 11.28 212.339257184437 -0.912053582764494 0.914913126635684 26.160742815563
54950 11.29 212.323105092561 -0.90730046680852 0.910298807783127 26.176894907439
55000 11.3 212.307851549922 -0.897177824286009 0.899872709130939 26.192148450078
55050 11.31 212.306612002513 -0.889123489182787 0.89128393933077 26.193387997487
55100 11.32 212.328968109596 -0.889771478095362 0.891514579401871 26.171031890404
55150 11.33 212.372446936482 -0.898511627584496 0.900104994263074 26.127553063518
55200 11.34 212.423926978094 -0.90940890647812 0.911100813001645 26.076073021906
55250 11.35 212.465077817799 -0.917408035019762 0.919311944617325 26.034922182201
55300 11.36 212.479708705514 -0.918983083149848 0.921030481272133 26.020291294486
55350 11.37 212.455085596897 -0.913316508940085 0.91531747091172 26.044914403103
55400 11.38 212.429551001831 -0.904084038786428 0.905844009573438 26.070448998169
55450 11.39 212.40499166216 -0.897134953844061 0.898567295747736 26.09500833784
55500 11.4 212.395881327711 -0.895488694960748 0.896612894337268 26.104118672289
55550 11.41 212.394895680631 -0.899263303708459 0.900130940472422 26.105104319369
55600 11.42 212.38051765719 -0.907978257075118 0.908671059880463 26.11948234281
55650 11.43 212.338997777509 -0.920520716816429 0.921124861862978 26.161002222491
55700 11.44 212.281257625491 -0.933151317317956 0.933746800235239 26.218742374509
55750 11.45 212.235148470224 -0.940783232436826 0.941471745488629 26.264851529776
55800 11.46 212.218330507517 -0.940035494430168 0.940898890836527 26.281669492483
55850 11.47 212.22637391395 -0.931772277551997 0.932766671416611 26.27362608605
55900 11.48 212.24219332795 -0.920617344482365 0.921568310953163 26.25780667205
55950 11.49 212.248050902433 -0.912071386696454 0.912842074970587 26.251949097567
56000 11.5 212.235091439516 -0.909924014045727 0.910516353206294 26.264908560484
56050 11.51 212.207992132141 -0.914597480738153 0.915138234236182 26.292007867859
56100 11.52 212.179458249054 -0.922269837505967 0.922907371442877 26.320541750946
56150 11.53 212.161814362132 -0.926216238642946 0.927025369407963 26.338185637868
56200 11.54 212.161547170772 -0.921433862235071 0.922390539270782 26.338452829228
56250 11.55 212.17320221309 -0.908368043190185 0.909364691682065 26.32679778691
56300 11.56 212.17872933119 -0.890812724585255 0.891773115876686 26.32127066881
56350 11.57 212.160318182977 -0.874334492796905 0.875340328805372 26.339681817023
56400 11.58 212.121589461262 -0.864995804204377 0.866245294749956 26.378410538738
56450 11.59 212.088509197638 -0.865708727884888 0.867350276427123 26.411490802362
56500 11.6 212.084062684967 -0.874285911004792 0.876365726530899 26.415937315033
56550 11.61 212.109141798028 -0.884781702042885 0.887256511909935 26.390858201972
56600 11.62 212.142670499753 -0.891646726627487 0.894431640100175 26.357329500247
56650 11.63 212.157209778921 -0.893369504323716 0.896353869554437 26.342790221079
56700 11.64 212.138232580586 -0.892818494026052 0.895863039997442 26.361767419414
56750 11.65 212.09519265504 -0.893309994342007 0.896328492586831 26.40480734496
56800 11.66 212.054194569744 -0.89484746079286 0.897939772357346 26.445805430256
56850 11.67 212.037276032677 -0.896188687028162 0.899596151811819 26.462723967323
56900 11.68 212.046159634941 -0.895962514611773 0.8999573541744 26.453840365059
56950 11.69 212.065337049516 -0.893179589587524 0.898009011171016 26.434662950484
57000 11.7 212.07496705405 -0.887439188137475 0.893209386886132 26.42503294595
57050 11.71 212.062176514 -0.879630694244206 0.886144271760146 26.437823486
57100 11.72 212.029262369901 -0.8722286011273 0.878954645982985 26.470737630099
57150 11.73 211.989873576665 -0.867755358888238 0.874170068918766 26.510126423335
57200 11.74 211.957036806241 -0.867622298852755 0.873645294805143 26.542963193759
57250 11.75 211.936134209355 -0.871984582857154 0.878010767918807 26.563865790645
57300 11.76 211.924899089912 -0.879906844993597 0.886488319058971 26.575100910088
57350 11.77 211.916787329994 -0.889603319839771 0.897300132000921 26.583212670006
57400 11.78 211.905733323599 -0.898108107498934 0.907337417508076 26.594266676401
57450 11.79 211.889900941935 -0.901823624073331 0.912716289421393 26.610099058065
57500 11.8 211.872340983232 -0.899127230197337 0.911373671040121 26.627659016768
57550 11.81 211.858269699588 -0.893499110479458 0.906389199751253 26.641730300412
57600 11.82 211.851494017491 -0.890537051937189 0.903350363798109 26.648505982509
57650 11.83 211.853512253977 -0.892993528092715 0.905428637234742 26.646487746023
57700 11.84 211.864586173233 -0.89893372849909 0.911209436648111 26.635413826767
57750 11.85 211.884255231421 -0.904040882513723 0.916824310307842 26.615744768579
57800 11.86 211.910963906513 -0.904984100537387 0.919252079691323 26.589036093487
57850 11.87 211.940684060246 -0.900777850130362 0.917385650861207 26.559315939754
57900 11.88 211.965230812227 -0.892424032045936 0.91166697705724 26.534769187773
57950 11.89 211.974816028629 -0.883634252534769 0.905167384387812 26.525183971371
58000 11.9 211.965233641581 -0.879565449747725 0.902530392637001 26.534766358419
58050 11.91 211.940698057046 -0.882005433204117 0.905391013087627 26.559301942954
58100 11.92 211.910050743365 -0.887683231367762 0.91081324404631 26.589949256635
58150 11.93 211.881499178239 -0.892333774857878 0.915023121026486 26.618500821761
58200 11.94 211.858987352657 -0.895658854441501 0.917758243962974 26.641012647343
58250 11.95 211.840914915424 -0.900487836899114 0.921602174356436 26.659085084576
58300 11.96 211.822905380064 -0.907307995454543 0.926970629694642 26.677094619936
58350 11.97 211.802956187937 -0.912937240256487 0.931204517759033 26.697043812063
58400 11.98 211.78344640129 -0.914933948962061 0.93246414558629 26.71655359871
58450 11.99 211.768190233036 -0.912715355761093 0.930391549030812 26.731809766964
58500 12 211.760779970622 -0.907261316242511 0.92598057833296 26.739220029378
58550 12.01 211.764520980416 -0.902904100166674 0.92333892658113 26.735479019584
58600 12.02 211.778944904519 -0.904828517894624 0.92674570571125 26.721055095481
58650 12.03 211.797592855694 -0.91388674670118 0.93585015946185 26.702407144306
58700 12.04 211.811369671371 -0.925999343540427 0.946280172764534 26.688630328629
58750 12.05 211.814636206889 -0.93551812873163 0.953442750238351 26.685363793111
58800 12.06 211.80818111657 -0.937519441750959 0.953790509799799 26.69181888343
58850 12.07 211.796692410493 -0.930569253595438 0.946445432899492 26.703307589507
58900 12.08 211.783428799485 -0.919146572468843 0.935457197107514 26.716571200515
58950 12.09 211.767604011352 -0.910821376624375 0.927699463087133 26.732395988648
59000 12.1 211.747399000785 -0.909062577178693 0.92621342583916 26.752600999215
59050 12.11 211.72420810384 -0.911275949776546 0.928639115589239 26.77579189616
59100 12.12 211.703352175353 -0.911616024387967 0.929594233531982 26.796647824647
59150 12.13 211.691288679651 -0.905466649727316 0.924459374859712 26.808711320349
59200 12.14 211.69104004066 -0.893124972993596 0.912887476122179 26.80895995934
59250 12.15 211.699762441281 -0.879763091378879 0.899497372028526 26.800237558719
59300 12.16 211.708017124883 -0.869485152162796 0.888485229010289 26.791982875117
59350 12.17 211.703216425138 -0.862728206594891 0.880539186283725 26.796783574862
59400 12.18 211.677539277054 -0.857976516065228 0.874357680193154 26.822460722946
59450 12.19 211.63347807576 -0.854542075227191 0.869736762053179 26.86652192424
59500 12.2 211.582006361719 -0.854228700065241 0.868944068161856 26.917993638281
59550 12.21 211.53523019838 -0.859005031756273 0.874062798649194 26.96476980162
59600 12.22 211.500851314478 -0.868488144209886 0.884616242603907 26.999148685522
59650 12.23 211.480062491161 -0.880421018826011 0.898080740734979 27.019937508839
59700 12.24 211.467656767418 -0.890082487705179 0.909279700703482 27.032343232582
59750 12.25 211.456114115647 -0.892793547098081 0.913377419193236 27.043885884353
59800 12.26 211.440787264788 -0.886022278294634 0.907720898798948 27.059212735212
59850 12.27 211.421672812822 -0.871060202210947 0.892963998071668 27.078327187178
59900 12.28 211.402126687188 -0.852719082890082 0.873446010503336 27.097873312812
59950 12.29 211.385739393244 -0.836420630624732 0.855298177489475 27.114260606756
60000 12.3 211.375300031889 -0.825361323990977 0.843027351385051 27.124699968111
60050 12.31 211.373078285925 -0.820759562149295 0.838392255658922 27.126921714075
60100 12.32 211.380725781308 -0.822188104951915 0.840882865762491 27.119274218692
60150 12.33 211.397841454009 -0.827593572843961 0.848322701020418 27.102158545991
60200 12.34 211.420241879082 -0.834002402947953 0.857270420687126 27.079758120918
60250 12.35 211.440632620464 -0.838181558758307 0.863692221892765 27.059367379536
60300 12.36 211.453042091275 -0.836968802051462 0.863961603064477 27.046957908725
60350 12.37 211.458378156066 -0.827326798740841 0.854998723534863 27.041621843934
60400 12.38 211.462703310485 -0.810307754643381 0.838043775859463 27.037296689515
60450 12.39 211.467810447558 -0.793298743369453 0.820765684211289 27.032189552442
60500 12.4 211.468798861052 -0.783664365456441 0.810983234630143 27.031201138948
60550 12.41 211.460756465872 -0.784108954487019 0.811951646813352 27.039243534128
60600 12.42 211.443298069918 -0.792194481883173 0.821439755463939 27.056701930082
60650 12.43 211.419098902705 -0.802479788502998 0.833799354316211 27.080901097295
60700 12.44 211.391504660296 -0.808372176526422 0.842218439365068 27.108495339704
60750 12.45 211.366054614315 -0.80773731246895 0.844007397908078 27.133945385685
60800 12.46 211.35039422912 -0.803324238505002 0.841074902238188 27.14960577088
60850 12.47 211.348531163228 -0.798591435108179 0.836623958619139 27.151468836772
60900 12.48 211.355791919563 -0.795735836257738 0.833526101028752 27.144208080437
60950 12.49 211.362827024366 -0.796069926669373 0.834093379656023 27.137172975634
61000 12.5 211.36394319621 -0.798596334184599 0.837927590710755 27.13605680379
61050 12.51 211.36105383632 -0.799869306937178 0.841805931572528 27.13894616368
61100 12.52 211.360853576166 -0.797237125847154 0.842722479120571 27.139146423834
61150 12.53 211.368736136756 -0.791555520252892 0.840615561123215 27.131263863244
61200 12.54 211.381848846235 -0.785551829118353 0.837252590389723 27.118151153765
61250 12.55 211.386637008877 -0.780490209782083 0.833404918722573 27.113362991123
61300 12.56 211.366673651442 -0.774969023752364 0.828000029999483 27.133326348558
61350 12.57 211.31618204306 -0.768153952048344 0.8211067220863 27.18381795694
61400 12.58 211.24678031179 -0.760352018285774 0.813586433717017 27.25321968821
